Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness,Courses,Interest
5674,59,62,57,57,64,55,ITI,Construction and Design
5675,56,59,55,58,57,56,ITI,Physical Education and Wellness
5676,64,73,73,78,67,73,ITI,Computer Science and Information Technology
5677,67,74,74,52,74,67,ITI,Mechanical and Electrical
5678,66,69,68,47,68,65,ITI,Electronics and Communication
5679,56,61,57,62,60,56,ITI,Construction and Design
5680,55,56,57,41,58,55,ITI,Physical Education and Wellness
5681,70,73,71,79,65,72,ITI,Computer Science and Information Technology
5682,72,74,72,61,67,68,ITI,Mechanical and Electrical
5683,72,69,66,82,68,68,ITI,Electronics and Communication
5684,57,62,56,88,62,59,ITI,Construction and Design
5685,58,59,57,77,55,56,ITI,Physical Education and Wellness
5686,65,74,70,70,68,72,ITI,Computer Science and Information Technology
5687,60,73,71,77,72,69,ITI,Mechanical and Electrical
5688,68,67,65,60,69,67,ITI,Electronics and Communication
5689,59,60,58,41,61,56,ITI,Construction and Design
5690,58,55,57,59,57,57,ITI,Physical Education and Wellness
5691,70,74,72,64,69,70,ITI,Computer Science and Information Technology
5692,66,72,70,50,71,65,ITI,Mechanical and Electrical
5693,71,66,67,65,68,66,ITI,Electronics and Communication
5694,55,62,56,76,63,58,ITI,Construction and Design
5695,58,58,57,67,55,57,ITI,Physical Education and Wellness
5696,65,74,74,65,70,72,ITI,Computer Science and Information Technology
5697,63,72,71,65,74,68,ITI,Mechanical and Electrical
5698,73,66,66,46,66,69,ITI,Electronics and Communication
5699,59,61,56,45,62,62,ITI,Construction and Design
5700,56,57,56,64,58,59,ITI,Physical Education and Wellness
5701,70,74,70,46,67,71,ITI,Computer Science and Information Technology
5702,72,70,71,44,70,69,ITI,Mechanical and Electrical
5703,71,65,66,69,66,68,ITI,Electronics and Communication
5704,57,61,57,66,63,55,ITI,Construction and Design
5705,57,56,58,66,55,56,ITI,Physical Education and Wellness
5706,72,70,71,44,71,73,ITI,Computer Science and Information Technology
5707,67,74,72,89,65,67,ITI,Mechanical and Electrical
5708,69,66,66,93,69,68,ITI,Electronics and Communication
5709,56,64,55,89,62,56,ITI,Construction and Design
5710,59,56,57,50,55,56,ITI,Physical Education and Wellness
5711,62,74,74,60,73,74,ITI,Computer Science and Information Technology
5712,72,70,74,45,74,68,ITI,Mechanical and Electrical
5713,62,66,67,58,67,65,ITI,Electronics and Communication
5714,57,62,55,57,60,64,ITI,Construction and Design
5715,59,55,56,89,58,59,ITI,Physical Education and Wellness
5716,67,74,71,69,68,74,ITI,Computer Science and Information Technology
5717,61,72,72,75,73,68,ITI,Mechanical and Electrical
5718,63,68,65,83,68,65,ITI,Electronics and Communication
5719,57,64,56,42,63,61,ITI,Construction and Design
5720,55,58,55,67,57,58,ITI,Physical Education and Wellness
5721,63,73,70,92,71,71,ITI,Computer Science and Information Technology
5722,62,71,70,56,65,69,ITI,Mechanical and Electrical
5723,70,67,65,73,68,65,ITI,Electronics and Communication
5724,58,64,58,88,64,56,ITI,Construction and Design
5725,56,57,57,87,57,56,ITI,Physical Education and Wellness
5726,65,70,73,61,74,71,ITI,Computer Science and Information Technology
5727,65,70,74,70,68,69,ITI,Mechanical and Electrical
5728,68,67,69,46,65,68,ITI,Electronics and Communication
5729,55,64,57,93,60,57,ITI,Construction and Design
5730,55,59,57,68,56,58,ITI,Physical Education and Wellness
5731,68,70,71,77,73,70,ITI,Computer Science and Information Technology
5732,74,74,73,43,72,69,ITI,Mechanical and Electrical
5733,67,69,66,75,65,67,ITI,Electronics and Communication
5734,56,62,57,89,63,64,ITI,Construction and Design
5735,56,57,57,58,56,58,ITI,Physical Education and Wellness
5736,72,70,73,93,74,72,ITI,Computer Science and Information Technology
5737,70,74,71,67,74,67,ITI,Mechanical and Electrical
5738,68,65,69,50,69,66,ITI,Electronics and Communication
5739,58,64,55,58,62,58,ITI,Construction and Design
5740,56,59,58,80,59,56,ITI,Physical Education and Wellness
5741,66,71,73,66,69,74,ITI,Computer Science and Information Technology
5742,68,74,70,67,69,66,ITI,Mechanical and Electrical
5743,68,66,66,41,67,65,ITI,Electronics and Communication
5744,58,64,58,41,63,56,ITI,Construction and Design
5745,58,55,59,93,55,58,ITI,Physical Education and Wellness
5746,69,72,74,61,70,70,ITI,Computer Science and Information Technology
5747,74,71,71,78,65,65,ITI,Mechanical and Electrical
5748,70,65,66,40,69,66,ITI,Electronics and Communication
5749,57,60,59,78,63,56,ITI,Construction and Design
5750,56,58,55,77,55,55,ITI,Physical Education and Wellness
5751,64,73,74,64,66,73,ITI,Computer Science and Information Technology
5752,60,71,74,88,65,65,ITI,Mechanical and Electrical
5753,72,66,69,58,68,68,ITI,Electronics and Communication
5754,58,61,55,56,61,57,ITI,Construction and Design
5755,55,58,59,75,56,59,ITI,Physical Education and Wellness
5756,62,73,74,56,67,74,ITI,Computer Science and Information Technology
5757,69,73,70,77,73,69,ITI,Mechanical and Electrical
5758,64,65,68,72,69,67,ITI,Electronics and Communication
5759,55,63,56,67,64,58,ITI,Construction and Design
5760,56,58,59,72,56,55,ITI,Physical Education and Wellness
5761,66,74,70,80,71,70,ITI,Computer Science and Information Technology
5762,70,74,73,80,68,67,ITI,Mechanical and Electrical
5763,67,65,65,72,67,67,ITI,Electronics and Communication
5764,57,64,58,70,62,61,ITI,Construction and Design
5765,58,58,58,88,56,57,ITI,Physical Education and Wellness
5766,62,73,70,42,72,73,ITI,Computer Science and Information Technology
5767,72,72,70,58,65,66,ITI,Mechanical and Electrical
5768,60,66,67,65,65,67,ITI,Electronics and Communication
5769,56,60,57,76,61,58,ITI,Construction and Design
5770,57,59,56,52,58,57,ITI,Physical Education and Wellness
5771,69,72,72,88,71,73,ITI,Computer Science and Information Technology
5772,69,74,71,53,67,68,ITI,Mechanical and Electrical
5773,65,67,67,89,66,68,ITI,Electronics and Communication
5774,56,64,57,66,60,58,ITI,Construction and Design
5775,59,59,56,69,56,56,ITI,Physical Education and Wellness
5776,65,70,73,68,66,71,ITI,Computer Science and Information Technology
5777,62,72,72,75,74,65,ITI,Mechanical and Electrical
5778,68,67,67,74,66,68,ITI,Electronics and Communication
5779,55,63,55,84,62,55,ITI,Construction and Design
5780,58,55,55,62,57,59,ITI,Physical Education and Wellness
5781,67,74,74,74,67,72,ITI,Computer Science and Information Technology
5782,61,71,74,65,73,68,ITI,Mechanical and Electrical
5783,72,69,65,64,67,67,ITI,Electronics and Communication
5784,58,64,55,74,62,57,ITI,Construction and Design
5785,56,59,59,73,58,59,ITI,Physical Education and Wellness
5786,60,70,72,65,70,70,ITI,Computer Science and Information Technology
5787,69,74,72,77,66,69,ITI,Mechanical and Electrical
5788,73,65,65,65,66,68,ITI,Electronics and Communication
5789,59,64,55,77,64,63,ITI,Construction and Design
5790,57,56,58,46,55,55,ITI,Physical Education and Wellness
5791,68,70,73,86,68,74,ITI,Computer Science and Information Technology
5792,61,74,71,49,70,67,ITI,Mechanical and Electrical
5793,70,67,69,79,68,68,ITI,Electronics and Communication
5794,59,61,56,55,62,61,ITI,Construction and Design
5795,57,55,55,72,57,56,ITI,Physical Education and Wellness
5796,70,70,70,43,67,70,ITI,Computer Science and Information Technology
5797,72,72,70,46,72,69,ITI,Mechanical and Electrical
5798,65,66,66,89,66,69,ITI,Electronics and Communication
5799,55,63,56,70,60,60,ITI,Construction and Design
5800,59,58,56,80,56,55,ITI,Physical Education and Wellness
5801,67,73,74,43,72,70,ITI,Computer Science and Information Technology
5802,60,74,72,78,69,67,ITI,Mechanical and Electrical
5803,71,67,69,41,68,68,ITI,Electronics and Communication
5804,58,60,59,58,62,64,ITI,Construction and Design
5805,55,59,57,68,56,57,ITI,Physical Education and Wellness
5806,66,73,72,78,74,70,ITI,Computer Science and Information Technology
5807,70,70,70,69,67,66,ITI,Mechanical and Electrical
5808,65,66,69,93,68,68,ITI,Electronics and Communication
5809,57,64,59,52,62,59,ITI,Construction and Design
5810,59,59,59,91,59,58,ITI,Physical Education and Wellness
5811,64,73,72,76,73,72,ITI,Computer Science and Information Technology
5812,71,73,72,76,71,66,ITI,Mechanical and Electrical
5813,71,67,69,40,65,67,ITI,Electronics and Communication
5814,58,62,58,95,63,57,ITI,Construction and Design
5815,55,59,57,45,56,59,ITI,Physical Education and Wellness
5816,65,72,73,78,68,74,ITI,Computer Science and Information Technology
5817,70,70,70,50,71,67,ITI,Mechanical and Electrical
5818,69,67,69,80,66,66,ITI,Electronics and Communication
5819,59,60,59,74,62,59,ITI,Construction and Design
5820,59,55,57,40,58,59,ITI,Physical Education and Wellness
5821,68,70,71,83,68,71,ITI,Computer Science and Information Technology
5822,66,73,73,84,69,68,ITI,Mechanical and Electrical
5823,60,66,65,43,65,68,ITI,Electronics and Communication
5824,57,62,55,50,64,64,ITI,Construction and Design
5825,56,57,57,50,59,56,ITI,Physical Education and Wellness
5826,62,74,70,84,69,74,ITI,Computer Science and Information Technology
5827,73,70,70,41,72,65,ITI,Mechanical and Electrical
5828,74,68,67,60,66,66,ITI,Electronics and Communication
5829,59,64,56,86,61,61,ITI,Construction and Design
5830,58,58,59,57,59,57,ITI,Physical Education and Wellness
5831,60,72,70,80,71,73,ITI,Computer Science and Information Technology
5832,73,72,71,76,66,67,ITI,Mechanical and Electrical
5833,72,66,69,63,65,69,ITI,Electronics and Communication
5834,57,63,56,75,62,63,ITI,Construction and Design
5835,55,57,55,73,59,59,ITI,Physical Education and Wellness
5836,71,72,74,66,71,72,ITI,Computer Science and Information Technology
5837,72,72,74,73,72,65,ITI,Mechanical and Electrical
5838,71,66,66,90,68,68,ITI,Electronics and Communication
5839,58,60,59,71,64,58,ITI,Construction and Design
5840,56,59,55,46,57,57,ITI,Physical Education and Wellness
5841,64,70,73,64,67,73,ITI,Computer Science and Information Technology
5842,66,70,72,89,70,65,ITI,Mechanical and Electrical
5843,71,67,68,76,69,69,ITI,Electronics and Communication
5844,56,63,56,46,62,56,ITI,Construction and Design
5845,58,55,56,72,59,56,ITI,Physical Education and Wellness
5846,68,70,73,75,67,73,ITI,Computer Science and Information Technology
5847,62,73,74,68,68,65,ITI,Mechanical and Electrical
5848,71,65,66,46,66,68,ITI,Electronics and Communication
5849,57,64,58,93,62,61,ITI,Construction and Design
5850,58,57,58,68,55,59,ITI,Physical Education and Wellness
5851,66,73,74,67,65,73,ITI,Computer Science and Information Technology
5852,71,74,71,68,74,67,ITI,Mechanical and Electrical
5853,63,66,66,53,69,67,ITI,Electronics and Communication
5854,56,63,58,79,60,62,ITI,Construction and Design
5855,59,58,55,62,55,55,ITI,Physical Education and Wellness
5856,74,71,72,56,72,72,ITI,Computer Science and Information Technology
5857,63,73,73,72,70,67,ITI,Mechanical and Electrical
5858,73,65,65,75,69,67,ITI,Electronics and Communication
5859,56,64,57,94,62,56,ITI,Construction and Design
5860,56,58,57,43,59,55,ITI,Physical Education and Wellness
5861,70,70,73,71,73,71,ITI,Computer Science and Information Technology
5862,65,74,72,68,74,67,ITI,Mechanical and Electrical
5863,69,69,67,67,65,67,ITI,Electronics and Communication
5864,56,64,57,65,62,64,ITI,Construction and Design
5865,58,56,59,62,55,56,ITI,Physical Education and Wellness
5866,64,72,70,65,69,70,ITI,Computer Science and Information Technology
5867,68,71,71,78,72,69,ITI,Mechanical and Electrical
5868,62,65,66,57,65,68,ITI,Electronics and Communication
5869,58,62,58,86,64,59,ITI,Construction and Design
5870,58,56,58,81,58,55,ITI,Physical Education and Wellness
5871,67,73,73,80,68,72,ITI,Computer Science and Information Technology
5872,74,70,71,70,72,68,ITI,Mechanical and Electrical
5873,73,68,68,58,67,69,ITI,Electronics and Communication
5874,57,63,56,55,64,56,ITI,Construction and Design
5875,55,56,55,50,57,55,ITI,Physical Education and Wellness
5876,74,70,71,86,65,70,ITI,Computer Science and Information Technology
5877,72,72,70,45,67,68,ITI,Mechanical and Electrical
5878,63,65,69,47,67,69,ITI,Electronics and Communication
5879,59,64,57,59,62,59,ITI,Construction and Design
5880,57,56,57,86,59,57,ITI,Physical Education and Wellness
5881,60,70,74,40,73,73,ITI,Computer Science and Information Technology
5882,73,74,73,53,72,65,ITI,Mechanical and Electrical
5883,64,65,68,66,66,69,ITI,Electronics and Communication
5884,58,63,57,49,60,58,ITI,Construction and Design
5885,59,59,55,79,57,55,ITI,Physical Education and Wellness
5886,66,72,71,75,74,71,ITI,Computer Science and Information Technology
5887,60,73,74,76,71,68,ITI,Mechanical and Electrical
5888,65,69,69,51,68,67,ITI,Electronics and Communication
5889,55,64,56,89,62,64,ITI,Construction and Design
5890,57,57,58,84,59,59,ITI,Physical Education and Wellness
5891,60,70,70,45,66,72,ITI,Computer Science and Information Technology
5892,73,72,72,51,72,69,ITI,Mechanical and Electrical
5893,71,69,67,58,68,69,ITI,Electronics and Communication
5894,56,60,56,88,64,58,ITI,Construction and Design
5895,59,58,55,68,55,55,ITI,Physical Education and Wellness
5896,68,73,72,80,69,72,ITI,Computer Science and Information Technology
5897,74,70,74,71,73,65,ITI,Mechanical and Electrical
5898,72,69,69,56,67,68,ITI,Electronics and Communication
5899,56,60,56,53,60,58,ITI,Construction and Design
5900,58,55,56,84,55,55,ITI,Physical Education and Wellness
5901,73,71,71,65,69,74,ITI,Computer Science and Information Technology
5902,74,73,73,56,73,67,ITI,Mechanical and Electrical
5903,67,65,65,65,66,65,ITI,Electronics and Communication
5904,55,61,57,86,61,57,ITI,Construction and Design
5905,55,59,59,78,57,56,ITI,Physical Education and Wellness
5906,74,73,70,67,69,74,ITI,Computer Science and Information Technology
5907,68,70,73,49,70,69,ITI,Mechanical and Electrical
5908,67,67,68,40,67,68,ITI,Electronics and Communication
5909,59,64,59,69,62,56,ITI,Construction and Design
5910,59,59,58,80,56,56,ITI,Physical Education and Wellness
5911,66,71,71,74,68,71,ITI,Computer Science and Information Technology
5912,69,70,74,67,69,65,ITI,Mechanical and Electrical
5913,64,69,67,78,65,66,ITI,Electronics and Communication
5914,56,61,58,78,62,57,ITI,Construction and Design
5915,59,56,57,62,59,59,ITI,Physical Education and Wellness
5916,69,74,73,85,73,74,ITI,Computer Science and Information Technology
5917,69,72,73,71,68,68,ITI,Mechanical and Electrical
5918,63,67,65,76,65,67,ITI,Electronics and Communication
5919,57,60,55,47,62,56,ITI,Construction and Design
5920,57,56,58,44,57,57,ITI,Physical Education and Wellness
5921,66,70,70,95,70,73,ITI,Computer Science and Information Technology
5922,70,74,72,79,70,69,ITI,Mechanical and Electrical
5923,74,67,65,94,66,67,ITI,Electronics and Communication
5924,59,61,57,94,63,60,ITI,Construction and Design
5925,58,57,56,65,57,55,ITI,Physical Education and Wellness
5926,70,73,71,43,68,73,ITI,Computer Science and Information Technology
5927,69,73,70,59,72,65,ITI,Mechanical and Electrical
5928,69,65,67,79,68,65,ITI,Electronics and Communication
5929,55,64,58,48,61,60,ITI,Construction and Design
5930,57,55,55,76,56,59,ITI,Physical Education and Wellness
5931,67,71,73,67,66,74,ITI,Computer Science and Information Technology
5932,70,73,71,57,71,65,ITI,Mechanical and Electrical
5933,72,65,66,59,69,67,ITI,Electronics and Communication
5934,57,60,55,93,61,63,ITI,Construction and Design
5935,57,59,56,49,57,57,ITI,Physical Education and Wellness
5936,67,72,74,70,65,71,ITI,Computer Science and Information Technology
5937,68,73,74,71,67,68,ITI,Mechanical and Electrical
5938,66,68,67,89,69,67,ITI,Electronics and Communication
5939,56,63,55,47,63,63,ITI,Construction and Design
5940,56,55,55,77,56,57,ITI,Physical Education and Wellness
5941,61,74,71,91,74,70,ITI,Computer Science and Information Technology
5942,65,73,73,76,68,66,ITI,Mechanical and Electrical
5943,64,66,67,64,69,69,ITI,Electronics and Communication
5944,56,64,56,44,61,59,ITI,Construction and Design
5945,55,56,55,57,58,58,ITI,Physical Education and Wellness
5946,74,71,73,49,68,71,ITI,Computer Science and Information Technology
5947,66,72,72,53,69,69,ITI,Mechanical and Electrical
5948,63,66,66,44,69,65,ITI,Electronics and Communication
5949,58,60,58,69,64,58,ITI,Construction and Design
5950,57,56,57,65,59,57,ITI,Physical Education and Wellness
5951,69,72,73,54,67,72,ITI,Computer Science and Information Technology
5952,62,71,71,74,70,66,ITI,Mechanical and Electrical
5953,62,65,66,53,66,69,ITI,Electronics and Communication
5954,56,64,55,68,64,58,ITI,Construction and Design
5955,59,55,59,69,57,57,ITI,Physical Education and Wellness
5956,69,72,73,67,73,72,ITI,Computer Science and Information Technology
5957,69,70,72,84,65,67,ITI,Mechanical and Electrical
5958,61,65,68,71,69,69,ITI,Electronics and Communication
5959,58,60,57,89,61,59,ITI,Construction and Design
5960,56,57,56,69,56,57,ITI,Physical Education and Wellness
5961,72,70,74,63,74,73,ITI,Computer Science and Information Technology
5962,60,71,72,94,67,69,ITI,Mechanical and Electrical
5963,63,67,65,53,69,67,ITI,Electronics and Communication
5964,58,62,55,95,64,62,ITI,Construction and Design
5965,58,57,55,79,58,58,ITI,Physical Education and Wellness
5966,68,70,72,62,71,70,ITI,Computer Science and Information Technology
5967,65,71,72,86,70,67,ITI,Mechanical and Electrical
5968,69,65,66,66,67,68,ITI,Electronics and Communication
5969,55,63,58,85,62,64,ITI,Construction and Design
5970,59,56,56,78,58,59,ITI,Physical Education and Wellness
5971,71,71,73,71,68,70,ITI,Computer Science and Information Technology
5972,74,73,71,93,68,69,ITI,Mechanical and Electrical
5973,72,68,68,47,66,67,ITI,Electronics and Communication
5974,58,61,57,72,63,56,ITI,Construction and Design
5975,58,58,58,55,58,59,ITI,Physical Education and Wellness
5976,74,72,72,79,71,71,ITI,Computer Science and Information Technology
5977,65,74,72,95,73,68,ITI,Mechanical and Electrical
5978,64,68,65,81,67,68,ITI,Electronics and Communication
5979,55,64,57,48,60,64,ITI,Construction and Design
5980,59,57,59,93,59,57,ITI,Physical Education and Wellness
5981,61,70,71,93,67,71,ITI,Computer Science and Information Technology
5982,69,73,71,74,74,68,ITI,Mechanical and Electrical
5983,73,65,65,90,66,69,ITI,Electronics and Communication
5984,55,63,57,44,60,57,ITI,Construction and Design
5985,59,57,56,93,59,56,ITI,Physical Education and Wellness
5986,74,70,73,74,70,71,ITI,Computer Science and Information Technology
5987,68,72,74,92,70,67,ITI,Mechanical and Electrical
5988,69,65,69,48,67,65,ITI,Electronics and Communication
5989,56,62,55,61,60,62,ITI,Construction and Design
5990,56,56,57,49,58,57,ITI,Physical Education and Wellness
5991,74,72,73,87,66,74,ITI,Computer Science and Information Technology
5992,68,70,74,67,67,66,ITI,Mechanical and Electrical
5993,67,67,68,71,66,69,ITI,Electronics and Communication
5994,59,64,59,57,63,57,ITI,Construction and Design
5995,59,58,59,77,57,59,ITI,Physical Education and Wellness
5996,73,73,73,60,68,73,ITI,Computer Science and Information Technology
5997,65,74,70,70,66,68,ITI,Mechanical and Electrical
5998,61,69,68,87,69,66,ITI,Electronics and Communication
5999,56,63,58,76,64,63,ITI,Construction and Design
6000,59,57,59,89,59,57,ITI,Physical Education and Wellness
6001,71,73,74,85,66,71,ITI,Computer Science and Information Technology
6002,68,73,74,55,66,66,ITI,Mechanical and Electrical
6003,70,65,67,68,69,66,ITI,Electronics and Communication
6004,59,64,59,64,63,60,ITI,Construction and Design
6005,55,55,56,95,58,57,ITI,Physical Education and Wellness
6006,74,70,71,69,66,71,ITI,Computer Science and Information Technology
6007,61,74,73,72,65,66,ITI,Mechanical and Electrical
6008,74,66,68,78,66,67,ITI,Electronics and Communication
6009,55,60,56,82,64,64,ITI,Construction and Design
6010,55,56,58,78,58,58,ITI,Physical Education and Wellness
6011,74,70,70,80,67,72,ITI,Computer Science and Information Technology
6012,61,71,70,92,71,69,ITI,Mechanical and Electrical
6013,64,67,66,81,69,65,ITI,Electronics and Communication
6014,55,60,55,65,61,58,ITI,Construction and Design
6015,59,55,56,70,57,57,ITI,Physical Education and Wellness
6016,74,72,70,65,72,73,ITI,Computer Science and Information Technology
6017,73,74,70,45,74,66,ITI,Mechanical and Electrical
6018,70,69,66,75,65,65,ITI,Electronics and Communication
6019,56,62,56,67,61,56,ITI,Construction and Design
6020,59,57,57,95,57,57,ITI,Physical Education and Wellness
6021,71,72,73,74,66,74,ITI,Computer Science and Information Technology
6022,69,74,73,63,73,65,ITI,Mechanical and Electrical
6023,61,66,66,46,66,65,ITI,Electronics and Communication
6024,56,63,58,58,61,59,ITI,Construction and Design
6025,56,56,59,41,56,55,ITI,Physical Education and Wellness
6026,63,72,71,88,69,74,ITI,Computer Science and Information Technology
6027,70,74,71,46,71,66,ITI,Mechanical and Electrical
6028,64,69,65,80,65,69,ITI,Electronics and Communication
6029,56,60,58,63,61,63,ITI,Construction and Design
6030,58,58,59,57,56,57,ITI,Physical Education and Wellness
6031,71,73,74,59,74,70,ITI,Computer Science and Information Technology
6032,68,73,74,80,71,68,ITI,Mechanical and Electrical
6033,61,69,65,55,69,68,ITI,Electronics and Communication
6034,57,64,55,65,64,59,ITI,Construction and Design
6035,58,59,58,51,55,55,ITI,Physical Education and Wellness
6036,67,71,72,76,69,74,ITI,Computer Science and Information Technology
6037,61,73,72,91,69,69,ITI,Mechanical and Electrical
6038,62,65,68,89,65,66,ITI,Electronics and Communication
6039,55,62,57,41,62,64,ITI,Construction and Design
6040,58,58,58,73,58,58,ITI,Physical Education and Wellness
6041,64,71,70,87,66,70,ITI,Computer Science and Information Technology
6042,64,73,71,51,71,65,ITI,Mechanical and Electrical
6043,74,67,68,70,65,67,ITI,Electronics and Communication
6044,58,63,55,65,64,62,ITI,Construction and Design
6045,56,56,59,65,57,57,ITI,Physical Education and Wellness
6046,65,74,71,50,71,73,ITI,Computer Science and Information Technology
6047,70,70,71,90,65,69,ITI,Mechanical and Electrical
6048,69,65,69,59,66,69,ITI,Electronics and Communication
6049,58,63,57,75,63,59,ITI,Construction and Design
6050,58,55,58,59,59,55,ITI,Physical Education and Wellness
6051,71,70,71,74,74,71,ITI,Computer Science and Information Technology
6052,74,73,72,57,74,69,ITI,Mechanical and Electrical
6053,66,67,67,52,68,67,ITI,Electronics and Communication
6054,55,64,57,46,64,57,ITI,Construction and Design
6055,55,58,59,77,57,59,ITI,Physical Education and Wellness
6056,66,70,73,46,68,70,ITI,Computer Science and Information Technology
6057,67,70,72,80,65,67,ITI,Mechanical and Electrical
6058,67,69,67,41,68,69,ITI,Electronics and Communication
6059,59,64,59,79,62,61,ITI,Construction and Design
6060,55,59,56,76,56,55,ITI,Physical Education and Wellness
6061,61,74,73,50,74,71,ITI,Computer Science and Information Technology
6062,67,74,74,67,69,67,ITI,Mechanical and Electrical
6063,69,67,66,42,65,67,ITI,Electronics and Communication
6064,55,60,56,86,62,55,ITI,Construction and Design
6065,55,59,55,78,59,55,ITI,Physical Education and Wellness
6066,72,72,71,60,67,71,ITI,Computer Science and Information Technology
6067,61,73,71,52,65,65,ITI,Mechanical and Electrical
6068,68,65,65,41,66,65,ITI,Electronics and Communication
6069,55,60,56,80,60,58,ITI,Construction and Design
6070,55,57,55,65,55,58,ITI,Physical Education and Wellness
6071,64,74,71,41,74,70,ITI,Computer Science and Information Technology
6072,69,74,71,70,71,69,ITI,Mechanical and Electrical
6073,66,68,65,70,67,65,ITI,Electronics and Communication
6074,56,63,58,91,64,59,ITI,Construction and Design
6075,55,55,58,63,58,55,ITI,Physical Education and Wellness
6076,71,73,72,44,70,71,ITI,Computer Science and Information Technology
6077,65,73,71,76,67,69,ITI,Mechanical and Electrical
6078,72,67,68,56,69,66,ITI,Electronics and Communication
6079,59,62,59,52,63,62,ITI,Construction and Design
6080,59,59,59,60,59,58,ITI,Physical Education and Wellness
6081,72,73,71,49,71,71,ITI,Computer Science and Information Technology
6082,68,73,72,70,70,66,ITI,Mechanical and Electrical
6083,67,67,66,41,67,67,ITI,Electronics and Communication
6084,59,61,57,67,61,62,ITI,Construction and Design
6085,55,59,58,49,55,58,ITI,Physical Education and Wellness
6086,72,71,73,65,74,73,ITI,Computer Science and Information Technology
6087,68,71,70,68,67,69,ITI,Mechanical and Electrical
6088,63,66,68,80,65,69,ITI,Electronics and Communication
6089,58,60,58,78,62,63,ITI,Construction and Design
6090,56,57,56,70,59,57,ITI,Physical Education and Wellness
6091,74,73,73,87,67,72,ITI,Computer Science and Information Technology
6092,68,71,72,60,68,65,ITI,Mechanical and Electrical
6093,74,66,67,93,66,65,ITI,Electronics and Communication
6094,57,63,57,45,60,57,ITI,Construction and Design
6095,59,59,57,87,55,55,ITI,Physical Education and Wellness
6096,63,73,71,76,66,70,ITI,Computer Science and Information Technology
6097,67,72,70,58,68,67,ITI,Mechanical and Electrical
6098,69,66,68,80,69,65,ITI,Electronics and Communication
6099,55,63,59,50,63,57,ITI,Construction and Design
6100,55,58,55,65,56,57,ITI,Physical Education and Wellness
6101,64,74,70,86,73,70,ITI,Computer Science and Information Technology
6102,69,71,74,75,66,67,ITI,Mechanical and Electrical
6103,62,69,65,94,69,68,ITI,Electronics and Communication
6104,58,63,59,53,63,56,ITI,Construction and Design
6105,58,57,57,65,59,58,ITI,Physical Education and Wellness
6106,60,71,70,61,74,70,ITI,Computer Science and Information Technology
6107,66,71,74,83,74,69,ITI,Mechanical and Electrical
6108,63,68,65,71,65,69,ITI,Electronics and Communication
6109,57,62,58,60,63,60,ITI,Construction and Design
6110,56,56,55,66,59,56,ITI,Physical Education and Wellness
6111,74,74,71,74,69,70,ITI,Computer Science and Information Technology
6112,74,70,71,91,67,66,ITI,Mechanical and Electrical
6113,63,67,66,74,65,68,ITI,Electronics and Communication
6114,55,62,55,49,60,57,ITI,Construction and Design
6115,57,58,58,76,55,55,ITI,Physical Education and Wellness
6116,74,70,74,68,67,70,ITI,Computer Science and Information Technology
6117,64,70,73,70,69,68,ITI,Mechanical and Electrical
6118,65,67,69,95,65,67,ITI,Electronics and Communication
6119,59,64,57,82,64,59,ITI,Construction and Design
6120,55,57,59,63,58,56,ITI,Physical Education and Wellness
6121,60,74,71,60,71,72,ITI,Computer Science and Information Technology
6122,61,71,71,88,71,68,ITI,Mechanical and Electrical
6123,65,68,67,52,67,67,ITI,Electronics and Communication
6124,56,60,59,57,62,64,ITI,Construction and Design
6125,56,55,58,63,57,58,ITI,Physical Education and Wellness
6126,72,70,73,81,66,74,ITI,Computer Science and Information Technology
6127,71,71,73,72,68,68,ITI,Mechanical and Electrical
6128,70,66,67,80,66,69,ITI,Electronics and Communication
6129,58,62,59,67,60,57,ITI,Construction and Design
6130,57,55,55,79,58,58,ITI,Physical Education and Wellness
6131,70,74,72,40,65,72,ITI,Computer Science and Information Technology
6132,61,74,74,94,71,66,ITI,Mechanical and Electrical
6133,72,69,67,82,66,68,ITI,Electronics and Communication
6134,56,63,59,82,62,60,ITI,Construction and Design
6135,57,57,59,72,59,56,ITI,Physical Education and Wellness
6136,71,74,73,67,74,73,ITI,Computer Science and Information Technology
6137,62,70,72,50,65,69,ITI,Mechanical and Electrical
6138,71,68,65,72,69,67,ITI,Electronics and Communication
6139,59,64,55,82,62,64,ITI,Construction and Design
6140,55,58,55,89,56,55,ITI,Physical Education and Wellness
6141,71,73,71,47,70,71,ITI,Computer Science and Information Technology
6142,63,72,74,44,73,65,ITI,Mechanical and Electrical
6143,70,69,69,64,68,67,ITI,Electronics and Communication
6144,59,64,57,67,64,57,ITI,Construction and Design
6145,55,57,56,58,58,56,ITI,Physical Education and Wellness
6146,71,74,71,72,69,71,ITI,Computer Science and Information Technology
6147,60,74,73,40,66,66,ITI,Mechanical and Electrical
6148,63,65,66,68,65,68,ITI,Electronics and Communication
6149,55,60,59,45,63,55,ITI,Construction and Design
6150,56,56,56,57,59,58,ITI,Physical Education and Wellness
6151,67,74,74,49,67,74,ITI,Computer Science and Information Technology
6152,69,71,71,65,65,69,ITI,Mechanical and Electrical
6153,72,67,67,57,65,68,ITI,Electronics and Communication
6154,59,62,58,41,63,60,ITI,Construction and Design
