Student ID,English,Mathematics,Science,Logical Reasoning,Computer Awareness
Student_1884_3,60,67,69,66,66
Student_1884_4,57,60,55,64,58
Student_1884_5,55,55,57,55,55
Student_1885_1,72,74,74,72,70
Student_1885_2,64,72,70,70,67
Student_1885_3,60,67,65,65,69
Student_1885_4,55,64,56,62,57
Student_1885_5,56,59,57,58,57
Student_1886_1,70,72,74,71,72
Student_1886_2,71,74,73,73,66
Student_1886_3,73,68,65,65,68
Student_1886_4,57,60,55,64,62
Student_1886_5,59,57,55,59,58
Student_1887_1,62,72,74,71,74
Student_1887_2,71,73,74,73,69
Student_1887_3,66,66,67,68,65
Student_1887_4,58,61,59,60,63
Student_1887_5,55,58,55,56,56
Student_1888_1,70,72,72,68,73
Student_1888_2,63,71,73,73,68
Student_1888_3,69,69,67,66,69
Student_1888_4,59,64,55,63,61
Student_1888_5,56,57,56,57,58
Student_1889_1,65,74,72,69,72
Student_1889_2,73,71,72,69,67
Student_1889_3,72,65,69,65,67
Student_1889_4,57,64,58,64,61
Student_1889_5,55,59,55,57,56
Student_1890_1,65,72,72,69,74
Student_1890_2,68,73,73,71,66
Student_1890_3,64,69,67,69,68
Student_1890_4,56,60,57,61,60
Student_1890_5,59,57,55,56,55
Student_1891_1,69,73,72,68,73
Student_1891_2,63,73,72,71,66
Student_1891_3,67,65,65,65,68
Student_1891_4,59,61,56,64,61
Student_1891_5,56,59,57,59,56
Student_1892_1,74,71,73,65,72
Student_1892_2,64,70,70,73,68
Student_1892_3,65,66,66,68,67
Student_1892_4,59,61,58,60,59
Student_1892_5,55,55,57,55,57
Student_1893_1,63,70,70,65,74
Student_1893_2,68,70,72,69,66
Student_1893_3,68,65,66,68,66
Student_1893_4,55,64,59,61,59
Student_1893_5,59,55,58,59,57
Student_1894_1,73,71,74,68,71
Student_1894_2,73,74,74,66,69
Student_1894_3,68,66,67,69,68
Student_1894_4,59,60,55,64,63
Student_1894_5,59,58,57,59,55
Student_1895_1,63,72,74,74,72
Student_1895_2,73,71,73,67,67
Student_1895_3,72,67,65,68,69
Student_1895_4,58,63,55,63,57
Student_1895_5,57,56,58,57,56
Student_1896_1,71,74,74,69,72
Student_1896_2,65,70,74,71,69
Student_1896_3,64,66,67,67,69
Student_1896_4,56,61,58,64,62
Student_1896_5,57,58,59,55,57
Student_1897_1,71,74,70,68,70
Student_1897_2,60,70,73,67,65
Student_1897_3,70,67,66,67,69
Student_1897_4,59,63,55,63,62
Student_1897_5,57,58,56,59,57
Student_1898_1,69,74,70,72,71
Student_1898_2,64,74,74,71,69
Student_1898_3,70,65,68,65,67
Student_1898_4,59,62,56,63,60
Student_1898_5,56,58,57,58,58
Student_1899_1,68,71,73,70,70
Student_1899_2,70,72,74,65,69
Student_1899_3,68,68,68,69,69
Student_1899_4,57,62,55,60,60
Student_1899_5,56,58,59,55,55
Student_1900_1,60,72,73,67,73
Student_1900_2,66,73,74,70,65
Student_1900_3,66,67,67,66,68
Student_1900_4,58,61,55,62,62
Student_1900_5,57,55,57,59,56
Student_1901_1,67,72,73,68,74
Student_1901_2,64,71,70,71,69
Student_1901_3,61,65,68,67,65
Student_1901_4,55,61,56,64,55
Student_1901_5,58,59,55,59,55
Student_1902_1,62,70,73,68,70
Student_1902_2,64,70,71,73,68
Student_1902_3,65,69,69,66,69
Student_1902_4,59,61,55,64,61
Student_1902_5,59,58,59,56,57
Student_1903_1,67,73,70,70,73
Student_1903_2,64,74,72,67,68
Student_1903_3,68,65,65,69,65
Student_1903_4,56,60,56,60,61
Student_1903_5,59,55,58,56,55
Student_1904_1,67,70,71,65,70
Student_1904_2,73,71,71,69,68
Student_1904_3,61,69,67,68,68
Student_1904_4,59,64,55,61,60
Student_1904_5,55,57,56,55,59
Student_1905_1,65,73,70,66,72
Student_1905_2,66,72,70,73,67
Student_1905_3,72,65,67,66,68
Student_1905_4,55,60,58,61,64
Student_1905_5,56,55,56,59,57
Student_1906_1,60,74,74,68,70
Student_1906_2,65,73,71,66,68
Student_1906_3,69,66,69,67,67
Student_1906_4,58,63,56,61,55
Student_1906_5,58,55,55,56,59
Student_1907_1,70,72,74,67,74
Student_1907_2,63,74,73,66,69
Student_1907_3,65,69,66,66,65
Student_1907_4,55,61,59,61,59
Student_1907_5,56,57,56,57,55
Student_1908_1,60,74,70,67,71
Student_1908_2,62,72,74,70,68
Student_1908_3,72,69,67,65,69
Student_1908_4,56,64,59,61,58
Student_1908_5,55,59,55,59,55
Student_1909_1,69,71,74,72,73
Student_1909_2,61,72,73,73,66
Student_1909_3,61,68,66,67,67
Student_1909_4,56,60,57,63,64
Student_1909_5,59,58,57,57,58
Student_1910_1,60,73,73,69,71
Student_1910_2,65,73,72,72,69
Student_1910_3,62,66,67,67,69
Student_1910_4,55,64,56,63,63
Student_1910_5,56,55,56,58,58
Student_1911_1,64,70,70,67,71
Student_1911_2,61,71,70,67,68
Student_1911_3,74,69,65,69,66
Student_1911_4,56,62,59,61,56
Student_1911_5,57,58,59,59,58
Student_1912_1,70,72,70,73,72
Student_1912_2,72,73,72,73,65
Student_1912_3,61,66,65,68,68
Student_1912_4,55,61,56,62,63
Student_1912_5,57,55,59,59,58
Student_1913_1,61,71,72,69,71
Student_1913_2,66,70,74,66,66
Student_1913_3,69,67,68,65,66
Student_1913_4,55,63,56,62,56
Student_1913_5,58,58,57,56,58
Student_1914_1,61,73,71,72,72
Student_1914_2,61,70,73,67,68
Student_1914_3,61,68,69,68,69
Student_1914_4,58,60,58,61,60
Student_1914_5,55,59,55,59,58
Student_1915_1,64,70,72,69,73
Student_1915_2,63,70,70,69,65
Student_1915_3,70,68,67,67,65
Student_1915_4,55,61,56,61,61
Student_1915_5,59,55,58,56,59
Student_1916_1,64,70,70,67,73
Student_1916_2,60,73,74,72,69
Student_1916_3,73,65,69,65,69
Student_1916_4,58,61,59,61,62
Student_1916_5,58,56,56,57,56
Student_1917_1,72,74,71,67,73
Student_1917_2,71,70,71,72,65
Student_1917_3,60,67,66,68,67
Student_1917_4,59,62,59,60,63
Student_1917_5,58,57,55,59,55
Student_1918_1,71,74,72,72,70
Student_1918_2,70,70,70,65,68
Student_1918_3,73,69,69,65,69
Student_1918_4,57,61,56,61,59
Student_1918_5,55,55,56,59,57
Student_1919_1,63,73,70,69,73
Student_1919_2,74,71,74,68,67
Student_1919_3,73,69,66,68,69
Student_1919_4,58,60,56,60,64
Student_1919_5,58,55,56,58,58
Student_1920_1,69,72,72,70,73
Student_1920_2,69,72,73,65,66
Student_1920_3,61,68,69,66,65
Student_1920_4,57,62,58,63,64
Student_1920_5,58,59,57,55,58
Student_1921_1,64,71,73,66,74
Student_1921_2,71,71,71,68,65
Student_1921_3,70,68,65,68,68
Student_1921_4,56,60,59,62,59
Student_1921_5,55,59,59,56,56
Student_1922_1,60,74,71,70,70
Student_1922_2,72,72,71,71,67
Student_1922_3,63,65,66,66,67
Student_1922_4,59,61,58,61,63
Student_1922_5,57,59,57,58,59
Student_1923_1,62,73,74,65,74
Student_1923_2,62,74,71,65,69
Student_1923_3,70,65,66,68,67
Student_1923_4,55,61,59,63,63
Student_1923_5,59,55,56,55,59
Student_1924_1,62,72,70,66,71
Student_1924_2,70,74,70,70,69
Student_1924_3,65,65,66,67,66
Student_1924_4,55,63,57,60,63
Student_1924_5,56,59,57,58,55
Student_1925_1,72,74,72,72,74
Student_1925_2,70,72,74,68,69
Student_1925_3,72,69,68,66,69
Student_1925_4,57,62,58,64,57
Student_1925_5,58,58,59,59,58
Student_1926_1,68,70,74,69,71
Student_1926_2,60,70,73,69,68
Student_1926_3,69,67,65,65,68
Student_1926_4,59,64,57,62,55
Student_1926_5,58,59,58,56,57
Student_1927_1,67,74,70,74,72
Student_1927_2,72,74,73,67,65
Student_1927_3,64,66,69,69,66
Student_1927_4,59,61,58,62,56
Student_1927_5,58,55,58,55,57
Student_1928_1,63,70,74,65,74
Student_1928_2,66,74,73,71,68
Student_1928_3,61,67,68,68,65
Student_1928_4,57,61,59,61,59
Student_1928_5,55,58,58,59,59
Student_1929_1,66,72,74,74,74
Student_1929_2,62,73,73,72,69
Student_1929_3,66,66,65,67,65
Student_1929_4,58,63,55,63,62
Student_1929_5,57,56,59,55,55
Student_1930_1,65,74,72,66,74
Student_1930_2,61,71,71,67,66
Student_1930_3,61,66,68,66,67
Student_1930_4,57,63,55,61,56
Student_1930_5,58,56,55,57,56
Student_1931_1,64,73,72,67,74
Student_1931_2,65,72,72,73,66
Student_1931_3,60,65,67,68,66
Student_1931_4,58,60,58,62,60
Student_1931_5,58,56,55,59,58
Student_1932_1,64,73,71,72,74
Student_1932_2,61,72,70,73,68
Student_1932_3,68,65,67,68,68
Student_1932_4,59,62,55,62,63
Student_1932_5,56,57,58,58,58
Student_1933_1,64,70,72,73,71
Student_1933_2,63,73,71,67,67
Student_1933_3,65,66,66,67,65
Student_1933_4,56,62,55,64,56
Student_1933_5,59,58,58,55,58
Student_1934_1,62,73,72,71,74
Student_1934_2,67,70,72,73,67
Student_1934_3,64,67,67,65,66
Student_1934_4,58,63,59,61,61
Student_1934_5,55,58,56,56,58
Student_1935_1,61,71,71,68,74
Student_1935_2,63,73,74,72,67
Student_1935_3,72,69,66,66,68
Student_1935_4,58,64,59,61,59
Student_1935_5,59,56,57,59,56
Student_1936_1,70,74,70,67,70
Student_1936_2,65,71,72,68,65
Student_1936_3,74,66,69,66,67
Student_1936_4,57,64,55,60,61
Student_1936_5,57,56,56,55,55
Student_1937_1,60,74,73,73,70
Student_1937_2,68,74,73,71,65
Student_1937_3,60,69,67,68,69
Student_1937_4,55,64,55,62,64
Student_1937_5,56,56,55,55,59
Student_1938_1,66,70,74,72,73
Student_1938_2,66,73,72,66,66
Student_1938_3,64,66,69,69,68
Student_1938_4,55,64,55,62,64
Student_1938_5,57,57,57,58,59
Student_1939_1,66,71,70,65,73
Student_1939_2,68,71,73,67,68
Student_1939_3,74,66,68,66,65
Student_1939_4,57,62,57,61,63
Student_1939_5,58,56,55,57,56
Student_1940_1,62,71,70,73,74
Student_1940_2,63,71,73,70,66
Student_1940_3,69,67,65,69,69
Student_1940_4,56,63,56,64,61
Student_1940_5,59,56,57,56,58
Student_1941_1,67,73,70,69,73
Student_1941_2,72,71,71,71,69
Student_1941_3,73,69,65,65,68
Student_1941_4,55,62,56,61,55
Student_1941_5,58,58,59,57,58
Student_1942_1,67,72,71,65,71
Student_1942_2,69,73,72,74,67
Student_1942_3,62,66,65,66,68
Student_1942_4,57,63,57,62,59
Student_1942_5,59,56,55,58,55
Student_1943_1,72,72,73,72,73
Student_1943_2,60,72,70,74,68
Student_1943_3,73,66,66,66,65
Student_1943_4,55,60,58,60,64
Student_1943_5,56,59,58,57,56
Student_1944_1,60,71,73,67,73
Student_1944_2,72,70,70,73,69
Student_1944_3,67,67,68,66,69
Student_1944_4,56,60,55,60,64
Student_1944_5,57,55,56,55,59
Student_1945_1,60,73,70,71,73
Student_1945_2,65,74,74,74,66
Student_1945_3,62,68,69,69,65
Student_1945_4,59,63,58,64,62
Student_1945_5,57,55,55,55,56
Student_1946_1,65,72,71,69,73
Student_1946_2,69,73,74,65,69
Student_1946_3,69,65,68,68,66
Student_1946_4,55,63,55,60,60
Student_1946_5,58,58,58,59,55
Student_1947_1,60,74,72,68,70
Student_1947_2,60,71,74,74,69
Student_1947_3,71,65,68,68,66
Student_1947_4,58,62,58,62,61
Student_1947_5,56,56,58,59,57
Student_1948_1,61,74,71,66,73
Student_1948_2,63,73,70,66,65
Student_1948_3,68,66,69,65,67
Student_1948_4,56,61,59,64,56
Student_1948_5,57,59,56,56,56
Student_1949_1,63,71,72,70,70
Student_1949_2,69,73,71,71,66
Student_1949_3,61,68,66,66,67
Student_1949_4,56,61,56,62,56
Student_1949_5,58,55,55,55,58
Student_1950_1,61,74,73,71,74
Student_1950_2,60,73,74,69,68
Student_1950_3,62,69,66,65,66
Student_1950_4,57,63,57,63,58
Student_1950_5,56,58,57,56,56
Student_1951_1,71,73,71,65,70
Student_1951_2,66,73,70,74,65
Student_1951_3,64,67,65,69,69
Student_1951_4,59,64,55,64,59
Student_1951_5,57,55,57,55,56
Student_1952_1,64,71,72,66,72
Student_1952_2,60,70,73,71,69
Student_1952_3,72,66,66,66,65
Student_1952_4,59,60,58,61,55
Student_1952_5,55,57,57,59,57
Student_1953_1,65,73,73,72,71
Student_1953_2,67,73,73,72,65
Student_1953_3,60,67,67,68,69
Student_1953_4,58,62,58,60,60
Student_1953_5,56,57,55,59,58
Student_1954_1,60,70,72,65,74
Student_1954_2,72,71,70,70,65
Student_1954_3,67,67,67,67,69
Student_1954_4,57,60,57,61,64
Student_1954_5,58,58,57,55,59
Student_1955_1,68,74,73,74,71
Student_1955_2,65,70,72,72,67
Student_1955_3,72,68,68,65,69
Student_1955_4,56,60,59,60,59
Student_1955_5,58,59,58,56,57
Student_1956_1,63,71,74,65,74
Student_1956_2,69,71,71,71,67
Student_1956_3,74,69,66,67,66
Student_1956_4,59,60,57,60,64
Student_1956_5,56,57,59,55,57
Student_1957_1,64,72,71,67,72
Student_1957_2,62,74,73,65,69
Student_1957_3,68,68,67,66,65
Student_1957_4,59,60,59,61,60
Student_1957_5,58,58,57,56,57
Student_1958_1,65,70,71,65,72
Student_1958_2,71,74,74,65,66
Student_1958_3,68,65,66,68,66
Student_1958_4,56,62,55,61,55
Student_1958_5,57,57,55,57,55
Student_1959_1,72,72,72,65,74
Student_1959_2,73,74,73,68,68
Student_1959_3,69,68,69,67,69
Student_1959_4,55,62,56,62,62
Student_1959_5,58,59,56,58,56
Student_1960_1,64,73,71,66,72
Student_1960_2,65,71,74,67,69
Student_1960_3,68,68,69,68,67
Student_1960_4,56,64,59,61,57
Student_1960_5,59,58,59,56,57
Student_1961_1,69,72,71,72,71
Student_1961_2,61,70,73,67,66
Student_1961_3,65,69,66,66,66
Student_1961_4,55,60,59,63,62
Student_1961_5,58,57,59,59,58
Student_1962_1,61,74,71,68,74
Student_1962_2,74,71,73,73,65
Student_1962_3,70,66,69,65,67
Student_1962_4,55,63,55,60,56
Student_1962_5,57,59,55,59,58
Student_1963_1,68,72,71,74,74
Student_1963_2,69,73,73,71,69
Student_1963_3,63,66,67,67,67
Student_1963_4,55,60,57,62,58
Student_1963_5,58,55,57,58,57
Student_1964_1,70,73,72,68,71
Student_1964_2,70,74,72,66,69
Student_1964_3,66,68,66,66,65
Student_1964_4,55,61,55,62,63
Student_1964_5,55,55,56,55,57
Student_1965_1,67,72,71,73,70
Student_1965_2,63,71,74,72,67
Student_1965_3,69,65,66,67,66
Student_1965_4,59,64,59,61,56
Student_1965_5,58,57,59,59,55
Student_1966_1,74,71,70,74,73
Student_1966_2,65,73,74,65,69
Student_1966_3,67,65,69,66,66
Student_1966_4,59,60,58,63,56
Student_1966_5,59,57,59,55,55
Student_1967_1,60,74,72,69,74
Student_1967_2,67,70,73,69,69
Student_1967_3,60,66,67,65,66
Student_1967_4,55,62,59,60,61
Student_1967_5,56,55,58,56,55
Student_1968_1,61,71,72,74,74
Student_1968_2,74,74,72,66,69
Student_1968_3,69,66,68,66,66
Student_1968_4,58,63,58,63,62
Student_1968_5,56,56,57,58,59
Student_1969_1,71,70,72,70,74
Student_1969_2,62,74,71,71,65
Student_1969_3,64,68,69,69,68
Student_1969_4,58,64,58,63,59
Student_1969_5,59,55,58,55,55
Student_1970_1,66,72,74,70,71
Student_1970_2,64,74,74,71,67
Student_1970_3,66,65,66,66,66
Student_1970_4,58,64,58,60,61
Student_1970_5,57,55,57,55,56
Student_1971_1,65,70,73,66,70
Student_1971_2,73,72,73,68,67
Student_1971_3,68,67,65,67,65
Student_1971_4,55,63,57,62,63
Student_1971_5,56,59,56,56,55
Student_1972_1,62,72,74,67,71
Student_1972_2,67,74,71,68,66
Student_1972_3,61,65,68,68,69
Student_1972_4,59,63,56,63,55
Student_1972_5,59,56,56,59,57
Student_1973_1,64,70,73,69,71
Student_1973_2,61,72,70,70,69
Student_1973_3,68,66,65,67,66
Student_1973_4,58,64,58,61,61
Student_1973_5,55,58,57,55,55
Student_1974_1,61,71,72,73,70
Student_1974_2,61,70,71,65,69
Student_1974_3,61,67,69,65,66
Student_1974_4,55,64,56,64,60
Student_1974_5,58,55,55,57,58
Student_1975_1,73,71,73,67,72
Student_1975_2,60,73,72,71,66
Student_1975_3,68,66,67,65,69
Student_1975_4,59,63,59,61,61
Student_1975_5,58,57,58,59,55
Student_1976_1,65,74,72,67,70
Student_1976_2,62,70,73,71,66
Student_1976_3,66,67,66,68,66
Student_1976_4,58,64,56,62,62
Student_1976_5,56,59,57,58,59
Student_1977_1,68,74,70,68,73
Student_1977_2,72,71,71,68,68
Student_1977_3,64,67,69,66,65
Student_1977_4,59,64,55,62,55
Student_1977_5,56,55,58,58,59
Student_1978_1,74,74,71,69,73
Student_1978_2,60,70,72,72,65
Student_1978_3,74,65,67,66,66
Student_1978_4,57,62,56,62,60
Student_1978_5,55,58,56,56,55
Student_1979_1,64,73,72,68,74
Student_1979_2,61,73,72,67,65
Student_1979_3,61,69,66,66,65
Student_1979_4,59,63,58,64,64
Student_1979_5,55,56,57,57,55
Student_1980_1,61,71,73,68,71
Student_1980_2,62,73,71,69,69
Student_1980_3,72,69,66,65,68
Student_1980_4,56,62,58,64,58
Student_1980_5,59,55,58,58,56
Student_1981_1,62,72,72,68,72
Student_1981_2,60,72,71,66,66
Student_1981_3,74,68,67,68,67
Student_1981_4,57,63,58,60,55
Student_1981_5,58,58,56,58,57
Student_1982_1,73,71,70,69,73
Student_1982_2,62,73,73,74,69
Student_1982_3,62,68,69,67,69
Student_1982_4,58,60,59,61,64
Student_1982_5,57,55,58,59,56
Student_1983_1,68,71,70,73,72
Student_1983_2,65,71,74,73,66
Student_1983_3,60,69,68,66,65
Student_1983_4,56,61,58,60,60
Student_1983_5,59,55,55,57,56
Student_1984_1,71,70,70,74,71
Student_1984_2,63,74,71,65,66
Student_1984_3,74,68,67,69,69
Student_1984_4,58,60,55,60,57
Student_1984_5,55,56,55,55,58
Student_1985_1,72,70,70,67,71
Student_1985_2,63,73,71,65,66
Student_1985_3,70,68,68,67,66
Student_1985_4,58,64,55,61,59
Student_1985_5,56,55,59,57,58
Student_1986_1,73,70,73,71,71
Student_1986_2,67,73,73,68,67
Student_1986_3,69,66,65,67,65
Student_1986_4,55,61,58,62,64
Student_1986_5,56,56,58,57,59
Student_1987_1,71,74,70,71,74
Student_1987_2,74,73,71,68,69
Student_1987_3,63,68,68,67,68
Student_1987_4,57,60,57,63,61
Student_1987_5,59,57,55,55,57
Student_1988_1,66,73,74,72,74
Student_1988_2,69,71,73,66,68
Student_1988_3,69,67,66,65,65
Student_1988_4,55,62,57,64,57
Student_1988_5,57,59,57,58,57
Student_1989_1,63,71,72,71,73
Student_1989_2,64,70,74,71,66
Student_1989_3,61,66,69,69,65
Student_1989_4,56,63,58,63,58
Student_1989_5,57,55,55,58,57
Student_1990_1,68,72,70,73,73
Student_1990_2,68,71,74,74,66
Student_1990_3,64,68,66,66,68
Student_1990_4,58,60,58,61,64
Student_1990_5,59,59,57,56,59
Student_1991_1,61,72,70,69,73
Student_1991_2,71,74,73,73,66
Student_1991_3,70,68,65,65,66
Student_1991_4,58,62,55,64,62
Student_1991_5,55,56,58,56,59
Student_1992_1,73,72,70,72,74
Student_1992_2,70,73,72,68,68
Student_1992_3,62,67,67,67,69
Student_1992_4,57,64,56,63,61
Student_1992_5,56,58,57,57,59
Student_1993_1,63,71,72,68,72
Student_1993_2,66,71,74,70,66
Student_1993_3,72,67,68,66,66
Student_1993_4,58,62,57,61,59
Student_1993_5,55,59,58,55,57
Student_1994_1,64,74,72,71,73
Student_1994_2,67,70,72,67,68
Student_1994_3,65,67,68,69,68
Student_1994_4,59,62,59,62,58
Student_1994_5,56,57,56,56,59
Student_1995_1,70,74,74,71,71
Student_1995_2,60,73,73,70,66
Student_1995_3,62,66,67,66,67
Student_1995_4,56,62,57,60,60
Student_1995_5,58,56,59,58,59
Student_1996_1,61,72,71,67,74
Student_1996_2,65,73,73,69,69
Student_1996_3,61,66,66,65,68
Student_1996_4,59,60,57,64,64
Student_1996_5,59,56,57,55,55
Student_1997_1,64,73,72,67,74
Student_1997_2,63,71,73,65,69
Student_1997_3,63,66,69,66,68
Student_1997_4,57,63,59,63,55
Student_1997_5,58,56,55,56,56
Student_1998_1,65,71,70,69,73
Student_1998_2,66,73,74,68,66
Student_1998_3,74,68,65,68,66
Student_1998_4,56,62,55,63,55
Student_1998_5,59,56,57,55,57
Student_1999_1,74,73,72,70,73
Student_1999_2,64,74,72,70,68
Student_1999_3,66,66,67,67,69
Student_1999_4,56,63,56,60,58
Student_1999_5,57,58,57,59,59
Student_2000_1,74,71,73,74,73
Student_2000_2,68,70,73,70,66
Student_2000_3,64,67,65,68,67
Student_2000_4,56,64,58,62,58
Student_2000_5,59,57,58,57,58
Student_2001_1,70,73,71,73,73
Student_2001_2,63,73,73,73,68
Student_2001_3,65,67,68,65,67
Student_2001_4,55,63,55,63,62
Student_2001_5,57,56,55,55,56
Student_2002_1,68,71,72,68,72
Student_2002_2,69,70,72,67,68
Student_2002_3,64,68,67,67,65
Student_2002_4,55,62,58,63,62
Student_2002_5,58,55,58,57,58
Student_2003_1,72,70,72,66,72
Student_2003_2,71,72,71,73,66
Student_2003_3,71,65,68,66,68
Student_2003_4,57,63,57,60,58
Student_2003_5,57,56,59,58,58
Student_2004_1,65,70,71,70,70
Student_2004_2,72,73,73,66,67
Student_2004_3,68,65,65,69,65
Student_2004_4,59,63,59,64,56
Student_2004_5,57,57,58,56,55
Student_2005_1,74,73,73,71,73
Student_2005_2,62,71,74,65,68
Student_2005_3,65,65,67,65,69
Student_2005_4,55,60,56,63,59
Student_2005_5,59,58,56,57,55
Student_2006_1,60,73,74,68,73
Student_2006_2,66,70,71,72,67
Student_2006_3,73,65,68,65,69
Student_2006_4,58,64,59,61,58
Student_2006_5,55,57,58,57,57
Student_2007_1,69,71,71,66,73
Student_2007_2,74,71,70,65,65
Student_2007_3,70,68,69,65,67
Student_2007_4,56,60,56,63,64
Student_2007_5,58,58,57,55,55
Student_2008_1,66,73,73,71,73
Student_2008_2,62,73,72,74,66
Student_2008_3,60,67,65,67,65
Student_2008_4,56,60,58,64,55
Student_2008_5,57,59,57,55,58
Student_2009_1,61,72,70,73,71
Student_2009_2,73,73,74,66,65
Student_2009_3,72,66,68,68,65
Student_2009_4,57,61,58,64,58
Student_2009_5,58,57,58,57,58
Student_2010_1,64,72,73,68,70
Student_2010_2,65,74,72,65,66
Student_2010_3,68,69,69,65,66
Student_2010_4,59,60,55,64,61
Student_2010_5,59,57,56,55,55
Student_2011_1,73,73,70,72,73
Student_2011_2,72,74,74,68,66
Student_2011_3,60,65,65,68,66
Student_2011_4,55,61,57,64,59
Student_2011_5,56,59,57,57,55
Student_2012_1,74,72,70,73,70
Student_2012_2,72,71,70,71,69
Student_2012_3,69,68,68,69,67
Student_2012_4,55,60,59,64,63
Student_2012_5,55,59,57,59,58
Student_2013_1,60,71,71,74,72
Student_2013_2,68,71,72,71,66
Student_2013_3,70,69,69,69,68
Student_2013_4,59,63,55,62,55
Student_2013_5,58,57,57,55,59
Student_2014_1,66,74,71,71,71
Student_2014_2,73,73,71,74,68
Student_2014_3,68,67,69,65,65
Student_2014_4,57,63,57,63,59
Student_2014_5,57,58,56,59,58
Student_2015_1,61,73,73,66,72
Student_2015_2,60,71,74,72,66
Student_2015_3,67,65,69,66,67
Student_2015_4,59,64,56,64,61
Student_2015_5,55,58,55,55,57
Student_2016_1,69,72,74,65,71
Student_2016_2,69,73,73,67,67
Student_2016_3,74,67,67,68,65
Student_2016_4,56,62,59,61,62
Student_2016_5,56,59,57,58,56
Student_2017_1,65,71,72,74,73
Student_2017_2,68,74,74,70,65
Student_2017_3,71,67,65,67,68
Student_2017_4,58,64,57,61,64
Student_2017_5,58,57,57,55,58
Student_2018_1,74,73,70,70,71
Student_2018_2,70,70,70,68,65
Student_2018_3,71,68,68,69,68
Student_2018_4,57,62,57,62,56
Student_2018_5,55,59,55,59,55
Student_2019_1,66,74,73,68,71
Student_2019_2,68,72,71,65,68
Student_2019_3,62,68,66,65,68
Student_2019_4,56,64,59,62,59
Student_2019_5,57,55,58,58,57
Student_2020_1,67,74,73,69,73
Student_2020_2,62,74,71,65,67
Student_2020_3,71,67,69,67,66
Student_2020_4,57,64,56,60,60
Student_2020_5,59,58,59,59,58
Student_2021_1,72,72,72,69,70
Student_2021_2,63,72,70,71,66
Student_2021_3,62,67,66,67,66
Student_2021_4,59,61,56,61,60
Student_2021_5,55,56,57,59,56
Student_2022_1,66,70,72,69,71
Student_2022_2,70,70,70,70,65
Student_2022_3,71,68,65,67,65
Student_2022_4,55,62,59,64,63
Student_2022_5,58,58,56,58,57
Student_2023_1,69,73,71,66,72
Student_2023_2,73,70,70,69,65
Student_2023_3,66,67,67,66,69
Student_2023_4,58,64,57,61,64
Student_2023_5,55,57,58,59,55
Student_2024_1,73,70,72,69,73
Student_2024_2,66,73,71,67,68
Student_2024_3,64,69,68,69,68
Student_2024_4,58,60,59,62,58
Student_2024_5,59,56,58,55,56
Student_2025_1,73,72,72,66,70
Student_2025_2,70,73,71,66,68
Student_2025_3,63,66,66,66,69
Student_2025_4,59,60,59,64,60
Student_2025_5,59,56,59,57,55
Student_2026_1,60,70,72,67,71
Student_2026_2,62,74,74,74,66
Student_2026_3,64,66,68,68,68
Student_2026_4,56,60,57,62,59
Student_2026_5,55,57,57,55,57
Student_2027_1,72,74,73,71,71
Student_2027_2,70,71,72,74,69
Student_2027_3,71,69,66,68,68
Student_2027_4,59,60,55,61,61
Student_2027_5,55,58,57,56,59
Student_2028_1,73,70,71,73,70
Student_2028_2,63,71,71,71,66
Student_2028_3,60,66,67,68,66
Student_2028_4,59,63,55,60,55
Student_2028_5,55,59,59,56,57
Student_2029_1,72,74,72,74,70
Student_2029_2,74,72,73,72,68
Student_2029_3,64,69,67,69,66
Student_2029_4,55,64,59,63,58
Student_2029_5,57,55,57,56,56
Student_2030_1,74,72,70,65,73
Student_2030_2,71,74,72,65,66
Student_2030_3,70,67,68,65,67
Student_2030_4,55,63,55,64,59
Student_2030_5,56,56,56,58,59
Student_2031_1,65,71,71,68,72
Student_2031_2,69,72,73,69,68
Student_2031_3,62,65,65,67,66
Student_2031_4,56,61,55,61,60
Student_2031_5,57,59,59,59,55
Student_2032_1,63,72,71,72,72
Student_2032_2,62,73,74,68,65
Student_2032_3,69,68,67,69,67
Student_2032_4,56,63,57,63,57
Student_2032_5,58,59,56,59,55
Student_2033_1,62,73,71,67,72
Student_2033_2,67,72,71,67,67
Student_2033_3,60,68,66,66,69
Student_2033_4,57,60,56,62,59
Student_2033_5,56,57,55,57,58
Student_2034_1,66,70,73,72,72
Student_2034_2,71,70,72,70,69
Student_2034_3,71,65,67,65,67
Student_2034_4,56,61,59,63,58
Student_2034_5,55,55,55,57,59
Student_2035_1,73,70,72,73,70
Student_2035_2,63,70,70,68,67
Student_2035_3,64,68,69,69,67
Student_2035_4,59,61,59,61,58
Student_2035_5,58,59,55,57,57
Student_2036_1,65,70,72,69,73
Student_2036_2,64,70,71,68,69
Student_2036_3,62,67,66,69,65
Student_2036_4,57,60,57,60,55
Student_2036_5,59,55,59,56,57
Student_2037_1,60,72,74,71,73
Student_2037_2,64,73,70,68,65
Student_2037_3,66,65,69,65,66
Student_2037_4,55,64,57,61,60
Student_2037_5,56,59,57,55,57
Student_2038_1,73,73,73,65,71
Student_2038_2,72,71,73,72,66
Student_2038_3,61,66,66,69,69
Student_2038_4,58,62,55,62,58
Student_2038_5,58,55,59,58,59
Student_2039_1,64,73,71,65,72
Student_2039_2,74,70,73,67,67
